Target,AUC,PD,PF,Gmean,Fmeasure,Balance,MCC,FIR,cost,costeff
ant1_7,0.826154358366107,0.7831325301204819,0.2918825561312608,0.7446810091840492,0.5591397849462365,0.742874616125068,0.41705452994124953,0.4875167785234899,0.2731543624161074,0.08071748878923767
poi2_0,0.6717240706410382,0.6216216216216216,0.34657039711191334,0.6373272074553734,0.2948717948717949,0.637176876854189,0.1827946761779306,0.3903350872334533,0.25636942675159236,0.07179487179487179
camel1_4,0.6703600056917897,0.41379310344827586,0.2173314993122421,0.5690894726409867,0.33057851239669417,0.5579188388100489,0.16893194073590703,0.3958333333333333,0.27121559633027525,0.12996941896024464
ivy2_0,0.8277243589743589,0.825,0.3333333333333333,0.7416198487095662,0.3728813559322034,0.7337894525839452,0.3200357870556386,0.5282369146005509,0.22443181818181818,0.03255813953488372
jedit4_0,0.7755555555555556,0.68,0.2510822510822511,0.7136274022654044,0.5543478260869567,0.7123871553559102,0.3852691880184902,0.476163014225298,0.2957516339869281,0.1218274111675127
log1_0,0.8433313919627257,0.4411764705882353,0.04950495049504951,0.6475616196565266,0.5555555555555556,0.6033046022779325,0.47858405037347906,0.6641975308641975,0.2851851851851852,0.16521739130434782
xal2_4,0.7633249295565772,0.7636363636363637,0.3719412724306688,0.6925377122374822,0.3981042654028436,0.6883847895782473,0.2840380358604013,0.4348942896660739,0.2697095435684647,0.06326034063260341
vel1_6,0.7024961793173714,0.47435897435897434,0.19205298013245034,0.619077474699864,0.5138888888888888,0.6042836653518681,0.2953861338967289,0.39242299067626574,0.4126637554585153,0.25153374233128833
tom6_0,0.8180487885993647,0.7792207792207793,0.28297055057618437,0.7474785925391255,0.335195530726257,0.7462128876191023,0.30222510202627395,0.5797008547008548,0.19347319347319347,0.029462738301559793
xer1_3,0.7357903079710146,0.43478260869565216,0.16145833333333334,0.60380736442456,0.37267080745341613,0.5843441971801246,0.24412982977464615,0.5328918322295806,0.2306843267108168,0.10803324099722991
luc2_4,0.7458986079675735,0.4236453201970443,0.1111111111111111,0.6136559442822405,0.5276073619631901,0.58495157153465,0.36052892619501337,0.45832610204790003,0.44216417910447764,0.28329297820823246
syn1_2,0.7495869869106621,0.686046511627907,0.37158469945355194,0.656598907091303,0.5539906103286386,0.6560218162957188,0.293762699644628,0.31182660197845125,0.38661710037174724,0.19014084507042253
ant1_7,0.8237717710219115,0.7710843373493976,0.27979274611398963,0.7452117371035722,0.5614035087719299,0.7443768776257008,0.4193029902546587,0.4951761744966443,0.27114093959731544,0.08351648351648351
poi2_0,0.6722119231144502,0.5675675675675675,0.34296028880866425,0.6106672012448053,0.27450980392156865,0.6097311386241835,0.15003859304161313,0.3491052471944192,0.2611464968152866,0.08080808080808081
camel1_4,0.671963193093962,0.4482758620689655,0.21320495185694635,0.5938865451228211,0.35616438356164387,0.5817561262420776,0.20151851641610002,0.4371912491178547,0.26376146788990823,0.12269938650306748
