Target,AUC,PD,PF,Gmean,Fmeasure,Balance,MCC,FIR,cost,costeff
ant1_7,0.8175395884054353,0.16265060240963855,0.012089810017271158,0.4008543220763764,0.26999999999999996,0.40784285145276056,0.3002140122659698,0.7194133731046483,0.30268456375838926,0.19549929676511954
poi2_0,0.6923114450190262,0.13513513513513514,0.010830324909747292,0.3656112384964377,0.22222222222222224,0.38840024100095827,0.25434486539009193,0.8114649681528663,0.16560509554140126,0.10457516339869281
camel1_4,0.6644405445145377,0.04827586206896552,0.06464924346629987,0.21249673905385807,0.07035175879396983,0.32547855504760426,-0.02529391490119086,-0.2827653997378769,0.268348623853211,0.1687041564792176
ivy2_0,0.8319711538461537,0.3,0.02564102564102564,0.5406548735632486,0.4,0.5046932959287127,0.37613385374691716,0.8106060606060606,0.14772727272727273,0.08433734939759036
jedit4_0,0.7855411255411254,0.18666666666666668,0.03463203463203463,0.42450208503848386,0.288659793814433,0.42436535504980866,0.2531678996239518,0.6148459383753502,0.3349673202614379,0.2147887323943662
log1_0,0.8576004659289459,0.0,0.0,0.0,,0.2928932188134524,0.0,,0.37777777777777777,0.2518518518518518
xal2_4,0.7741806317662762,0.2,0.040783034257748776,0.4379993072465415,0.28025477707006374,0.43357998981177015,0.23194960968763081,0.6749654218533887,0.21507607192254496,0.1301775147928994
vel1_6,0.7078451349974529,0.038461538461538464,0.0,0.19611613513818404,0.07407407407407407,0.3200896334744735,0.16030518885507034,0.6593886462882096,0.4978165938864629,0.33185840707964603
tom6_0,0.823253571012854,0.14285714285714285,0.02176696542893726,0.3738282712252976,0.2095238095238095,0.3937130719143761,0.19478779132755342,0.7715617715617715,0.1317016317016317,0.07951807228915662
xer1_3,0.712541515700483,0.15942028985507245,0.020833333333333332,0.39509370257753423,0.24999999999999997,0.4054378598980978,0.24842245524153042,0.7369054786273329,0.2130242825607064,0.1336405529953917
luc2_4,0.7613278302933475,0.03940886699507389,0.0,0.19851666679418606,0.07582938388625593,0.3207594959045479,0.15765296029234163,0.6212686567164178,0.5531716417910447,0.3693181818181818
syn1_2,0.7605794891345786,0.046511627906976744,0.00546448087431694,0.21507548908661286,0.0879120879120879,0.3257708341120842,0.14173293543561297,0.6003717472118959,0.46654275092936803,0.3106060606060606
ant1_7,0.8111825540503984,0.21686746987951808,0.013816925734024179,0.46246192076112286,0.34285714285714286,0.44615549692641754,0.3584364243855102,0.7276659209545115,0.2912751677852349,0.18544935805991442
poi2_0,0.6917260220509318,0.13513513513513514,0.018050541516245487,0.36427444704243933,0.21276595744680854,0.38831500896018756,0.21498279639147536,0.7643312101910829,0.16878980891719744,0.10526315789473684
camel1_4,0.6692975383010008,0.027586206896551724,0.0068775790921595595,0.16551882242442403,0.051948051948051945,0.3123824151056036,0.07629145129701814,0.6258600917431193,0.24770642201834864,0.1633835457705678
ivy2_0,0.8326121794871796,0.3,0.028846153846153848,0.5397649060898215,0.3934426229508196,0.5046051571767647,0.3633284594823328,0.8011363636363636,0.14914772727272727,0.08459214501510574
jedit4_0,0.7862337662337662,0.24,0.04329004329004329,0.4791767832547708,0.34951456310679613,0.46172775111099507,0.2934685395725588,0.6187363834422658,0.32516339869281047,0.20503597122302158
log1_0,0.854397204426325,0.0,0.0,0.0,,0.2928932188134524,0.0,,0.37777777777777777,0.2518518518518518
xal2_4,0.774417914874685,0.20909090909090908,0.040783034257748776,0.4478432174126016,0.2911392405063291,0.43999980090810986,0.24280549495235848,0.6824824102471585,0.21369294605809128,0.1288888888888889
vel1_6,0.7020716590253014,0.038461538461538464,0.0,0.19611613513818404,0.07407407407407407,0.3200896334744735,0.16030518885507034,0.6593886462882096,0.4978165938864629,0.33185840707964603
tom6_0,0.8257478756838551,0.2077922077922078,0.023047375160051217,0.4505587007526161,0.2882882882882883,0.43958748785536894,0.27066999507858047,0.8092948717948718,0.12645687645687645,0.07402912621359223
xer1_3,0.7017474335748792,0.18840579710144928,0.0234375,0.4289405975562165,0.2857142857142857,0.4258769876651938,0.275765970630796,0.7422312786551197,0.2097130242825607,0.12993039443155452
luc2_4,0.7622450036243139,0.034482758620689655,0.0,0.18569533817705186,0.06666666666666667,0.31727621126816097,0.14733138849318622,0.621268656716418,0.5550373134328358,0.3705103969754253
syn1_2,0.7569576820434617,0.06976744186046512,0.00546448087431694,0.26341260222086677,0.12903225806451613,0.3422149010603658,0.18836754443970793,0.6270136307311028,0.4591078066914498,0.3053435114503817
ant1_7,0.8114634704621595,0.13253012048192772,0.0051813471502590676,0.3631025143397456,0.23036649214659688,0.3865952240855186,0.2942739639613649,0.7467968273337401,0.30671140939597313,0.2
