Target,AUC,PD,PF,Gmean,Fmeasure,Balance,MCC,FIR,cost,costeff
ant1_7,0.8199325800611774,0.7710843373493976,0.27806563039723664,0.7461047413030572,0.5626373626373626,0.7453209123082767,0.4210419627098422,0.49691694630872485,0.27046979865771814,0.08333333333333333
poi2_0,0.6619670211727973,0.5675675675675675,0.36462093862815886,0.6005169009663093,0.2641509433962264,0.6000336029705058,0.13424312664203913,0.31543827722171663,0.27070063694267515,0.08333333333333333
camel1_4,0.6643646539866244,0.45517241379310347,0.24484181568088034,0.5862825031946213,0.33933161953727514,0.5776348656683749,0.17445319526092282,0.3852515985543509,0.275802752293578,0.12579617834394904
ivy2_0,0.8244391025641026,0.85,0.36217948717948717,0.736306618126875,0.3636363636363637,0.7228051398983052,0.3139292288268798,0.5086898395721925,0.234375,0.02926829268292683
jedit4_0,0.7749783549783551,0.7066666666666667,0.24675324675324675,0.7295850685796498,0.572972972972973,0.7289542388933992,0.41227625797300643,0.49130595634480206,0.2875816993464052,0.11224489795918367
log1_0,0.8625509609784507,0.5,0.039603960396039604,0.6929632167741518,0.6181818181818182,0.6453392651567902,0.5514036689253798,0.6888888888888889,0.26666666666666666,0.14912280701754385
xal2_4,0.7702506302832567,0.7363636363636363,0.3523654159869494,0.6905755261509785,0.39803439803439805,0.6888203745301913,0.28033205926740423,0.442139234670355,0.26556016597510373,0.06807511737089202
vel1_6,0.6890813380879607,0.47435897435897434,0.2185430463576159,0.6088440843397346,0.5,0.5974707768694201,0.2631575136780622,0.3556001416263425,0.42139737991266374,0.2578616352201258
tom6_0,0.8175000415717445,0.8181818181818182,0.31241997439180536,0.7500436490615822,0.32812500000000006,0.744398658416426,0.3015587636598203,0.5626780626780628,0.20337995337995338,0.025408348457350273
xer1_3,0.7308084239130435,0.42028985507246375,0.15364583333333334,0.5964176976317094,0.3694267515923567,0.5759299030628311,0.2421777501949895,0.5377940168988353,0.22958057395143489,0.1095890410958904
luc2_4,0.728916108226453,0.42857142857142855,0.11411411411411411,0.6161699275892809,0.5304878048780487,0.5879607765728201,0.3607081203629183,0.45584577114427854,0.4412313432835821,0.2822384428223844
syn1_2,0.7614690557885373,0.686046511627907,0.34972677595628415,0.6679204121452074,0.5645933014354068,0.6676781600001416,0.31484597083288085,0.3335013546720434,0.379182156133829,0.18493150684931506
ant1_7,0.8217845475164909,0.7831325301204819,0.29533678756476683,0.7428624936266676,0.556745182012848,0.740909940772499,0.4136724500704741,0.4840887971089313,0.274496644295302,0.08108108108108109
poi2_0,0.6806029856571373,0.5675675675675675,0.34657039711191334,0.6089872332716285,0.2727272727272727,0.6081397897376288,0.14736739813052577,0.3434940855323021,0.2627388535031847,0.08121827411167512
camel1_4,0.6700469572641464,0.45517241379310347,0.24346629986244842,0.5868162151878876,0.3402061855670103,0.5780326210115615,0.17581509001744253,0.38777105921601335,0.27522935779816515,0.12559618441971382
ivy2_0,0.8289262820512822,0.825,0.36217948717948717,0.7253977688667942,0.3548387096774194,0.7155716426465213,0.29813286514851484,0.49724517906336085,0.2372159090909091,0.03398058252427184
jedit4_0,0.7854834054834055,0.6933333333333334,0.24242424242424243,0.7247430753394787,0.5683060109289618,0.7235818767162576,0.4058645689911993,0.49095022624434387,0.28921568627450983,0.11616161616161616
log1_0,0.8395457192778101,0.47058823529411764,0.039603960396039604,0.6722730676300273,0.5925925925925927,0.6246033495833723,0.5266203676972112,0.6851851851851852,0.2740740740740741,0.1565217391304348
xal2_4,0.7655197983093579,0.7272727272727273,0.3360522022838499,0.6948892901835123,0.40404040404040403,0.693967936361987,0.287358783411593,0.45608575380359617,0.2600276625172891,0.06864988558352403
vel1_6,0.6884021056206487,0.47435897435897434,0.2052980132450331,0.6139821001935849,0.5068493150684932,0.6009725810929109,0.2790738024749214,0.37401156615130404,0.4170305676855895,0.2546583850931677
tom6_0,0.8100503849543542,0.8051948051948052,0.3111395646606914,0.744759588081579,0.324607329842932,0.7404264144598545,0.2950080755354455,0.5585194375516956,0.20396270396270397,0.027124773960216998
xer1_3,0.7228449577294686,0.4057971014492754,0.15364583333333334,0.5860444246239787,0.3589743589743589,0.5660160563184524,0.2300123447449854,0.5267265846736046,0.23178807947019867,0.11202185792349727
luc2_4,0.7442713649610202,0.43842364532019706,0.11411411411411411,0.6232120982681596,0.5393939393939393,0.5947901573409742,0.36996985014795486,0.4595631393593829,0.4375,0.2787286063569682
syn1_2,0.7555597915872411,0.6627906976744186,0.3333333333333333,0.6647258571142536,0.5588235294117647,0.664723081106068,0.3096310552864967,0.33815952520706966,0.38104089219330856,0.19205298013245034
ant1_7,0.8220446553051586,0.7650602409638554,0.2918825561312608,0.736038383670938,0.5497835497835498,0.7350546122786054,0.4023912745071345,0.4806743116841938,0.2771812080536913,0.08685968819599109
poi2_0,0.6802127036784078,0.5945945945945946,0.34657039711191334,0.6233183053828507,0.2838709677419355,0.6228630335765066,0.16510710416505495,0.3679791546033584,0.25955414012738853,0.07653061224489796
camel1_4,0.6659963003367642,0.42758620689655175,0.22420907840440166,0.5759492143495311,0.33513513513513515,0.5653005283106336,0.173065267642334,0.3965485350695473,0.2717889908256881,0.12828438948995363
ivy2_0,0.8270032051282051,0.85,0.3269230769230769,0.7563830938191206,0.3863636363636363,0.7456589905020701,0.34093887463783923,0.5454545454545454,0.21875,0.027777777777777776
jedit4_0,0.7931024531024532,0.6933333333333334,0.23809523809523808,0.7268108201271967,0.5714285714285714,0.7254696857830882,0.41063578377783866,0.49566365007541485,0.2875816993464052,0.11557788944723618
log1_0,0.8605125218404194,0.35294117647058826,0.019801980198019802,0.5881770501159084,0.5,0.5422461144200799,0.4743175303113891,0.7061728395061729,0.2962962962962963,0.18181818181818182
xal2_4,0.766201987246033,0.7636363636363637,0.3621533442088091,0.6979132473208975,0.4038461538461539,0.6942036516595844,0.29185357722690075,0.4457617071724956,0.26556016597510373,0.06235011990407674
vel1_6,0.6889964340295466,0.44871794871794873,0.1986754966887417,0.5996404650982594,0.4895104895104895,0.5856427549503542,0.26282757122791045,0.3674360573923893,0.42358078602620086,0.2621951219512195
tom6_0,0.8100171275587409,0.7532467532467533,0.2970550576184379,0.7276613192688874,0.3160762942779292,0.726935106577244,0.27564180678035477,0.5512820512820513,0.20221445221445222,0.03345070422535211
